id,domain,scope,lens,impact,criterion,status
NA-02-07,Narrative,"narrativa, concepto y punto de vista",audience,alto,"En narrativa, concepto y punto de vista, comprobar que la decisión sirve al público objetivo y al contexto de uso. Variante 7: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NA-02-08,Narrative,"narrativa, concepto y punto de vista",audience,alto,"En narrativa, concepto y punto de vista, comprobar que la decisión sirve al público objetivo y al contexto de uso. Variante 8: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NA-02-09,Narrative,"narrativa, concepto y punto de vista",audience,alto,"En narrativa, concepto y punto de vista, comprobar que la decisión sirve al público objetivo y al contexto de uso. Variante 9: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NA-02-10,Narrative,"narrativa, concepto y punto de vista",audience,alto,"En narrativa, concepto y punto de vista, comprobar que la decisión sirve al público objetivo y al contexto de uso. Variante 10: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NA-03-01,Narrative,"narrativa, concepto y punto de vista",hierarchy,alto,"En narrativa, concepto y punto de vista, comprobar que la jerarquía comunica lo importante antes de lo accesorio. Variante 1: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NA-03-02,Narrative,"narrativa, concepto y punto de vista",hierarchy,alto,"En narrativa, concepto y punto de vista, comprobar que la jerarquía comunica lo importante antes de lo accesorio. Variante 2: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NA-03-03,Narrative,"narrativa, concepto y punto de vista",hierarchy,alto,"En narrativa, concepto y punto de vista, comprobar que la jerarquía comunica lo importante antes de lo accesorio. Variante 3: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NA-03-04,Narrative,"narrativa, concepto y punto de vista",hierarchy,alto,"En narrativa, concepto y punto de vista, comprobar que la jerarquía comunica lo importante antes de lo accesorio. Variante 4: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NA-03-05,Narrative,"narrativa, concepto y punto de vista",hierarchy,alto,"En narrativa, concepto y punto de vista, comprobar que la jerarquía comunica lo importante antes de lo accesorio. Variante 5: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NA-03-06,Narrative,"narrativa, concepto y punto de vista",hierarchy,alto,"En narrativa, concepto y punto de vista, comprobar que la jerarquía comunica lo importante antes de lo accesorio. Variante 6: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NA-03-07,Narrative,"narrativa, concepto y punto de vista",hierarchy,alto,"En narrativa, concepto y punto de vista, comprobar que la jerarquía comunica lo importante antes de lo accesorio. Variante 7: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NA-03-08,Narrative,"narrativa, concepto y punto de vista",hierarchy,alto,"En narrativa, concepto y punto de vista, comprobar que la jerarquía comunica lo importante antes de lo accesorio. Variante 8: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NA-03-09,Narrative,"narrativa, concepto y punto de vista",hierarchy,alto,"En narrativa, concepto y punto de vista, comprobar que la jerarquía comunica lo importante antes de lo accesorio. Variante 9: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NA-03-10,Narrative,"narrativa, concepto y punto de vista",hierarchy,alto,"En narrativa, concepto y punto de vista, comprobar que la jerarquía comunica lo importante antes de lo accesorio. Variante 10: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NA-04-01,Narrative,"narrativa, concepto y punto de vista",coherence,alto,"En narrativa, concepto y punto de vista, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 1: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NA-04-02,Narrative,"narrativa, concepto y punto de vista",coherence,alto,"En narrativa, concepto y punto de vista, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 2: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NA-04-03,Narrative,"narrativa, concepto y punto de vista",coherence,alto,"En narrativa, concepto y punto de vista, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 3: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NA-04-04,Narrative,"narrativa, concepto y punto de vista",coherence,alto,"En narrativa, concepto y punto de vista, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 4: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NA-04-05,Narrative,"narrativa, concepto y punto de vista",coherence,alto,"En narrativa, concepto y punto de vista, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 5: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NA-04-06,Narrative,"narrativa, concepto y punto de vista",coherence,alto,"En narrativa, concepto y punto de vista, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 6: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NA-04-07,Narrative,"narrativa, concepto y punto de vista",coherence,alto,"En narrativa, concepto y punto de vista, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 7: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NA-04-08,Narrative,"narrativa, concepto y punto de vista",coherence,alto,"En narrativa, concepto y punto de vista, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 8: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NA-04-09,Narrative,"narrativa, concepto y punto de vista",coherence,alto,"En narrativa, concepto y punto de vista, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 9: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NA-04-10,Narrative,"narrativa, concepto y punto de vista",coherence,alto,"En narrativa, concepto y punto de vista, comprobar que la ejecución mantiene coherencia con el sistema visual completo. Variante 10: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NA-05-01,Narrative,"narrativa, concepto y punto de vista",inclusion,crítico,"En narrativa, concepto y punto de vista, comprobar que la experiencia funciona sin depender de una única capacidad sensorial. Variante 1: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NA-05-02,Narrative,"narrativa, concepto y punto de vista",inclusion,crítico,"En narrativa, concepto y punto de vista, comprobar que la experiencia funciona sin depender de una única capacidad sensorial. Variante 2: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NA-05-03,Narrative,"narrativa, concepto y punto de vista",inclusion,crítico,"En narrativa, concepto y punto de vista, comprobar que la experiencia funciona sin depender de una única capacidad sensorial. Variante 3: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NA-05-04,Narrative,"narrativa, concepto y punto de vista",inclusion,crítico,"En narrativa, concepto y punto de vista, comprobar que la experiencia funciona sin depender de una única capacidad sensorial. Variante 4: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NA-05-05,Narrative,"narrativa, concepto y punto de vista",inclusion,crítico,"En narrativa, concepto y punto de vista, comprobar que la experiencia funciona sin depender de una única capacidad sensorial. Variante 5: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NA-05-06,Narrative,"narrativa, concepto y punto de vista",inclusion,crítico,"En narrativa, concepto y punto de vista, comprobar que la experiencia funciona sin depender de una única capacidad sensorial. Variante 6: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NA-05-07,Narrative,"narrativa, concepto y punto de vista",inclusion,crítico,"En narrativa, concepto y punto de vista, comprobar que la experiencia funciona sin depender de una única capacidad sensorial. Variante 7: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NA-05-08,Narrative,"narrativa, concepto y punto de vista",inclusion,crítico,"En narrativa, concepto y punto de vista, comprobar que la experiencia funciona sin depender de una única capacidad sensorial. Variante 8: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NA-05-09,Narrative,"narrativa, concepto y punto de vista",inclusion,crítico,"En narrativa, concepto y punto de vista, comprobar que la experiencia funciona sin depender de una única capacidad sensorial. Variante 9: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NA-05-10,Narrative,"narrativa, concepto y punto de vista",inclusion,crítico,"En narrativa, concepto y punto de vista, comprobar que la experiencia funciona sin depender de una única capacidad sensorial. Variante 10: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
NA-06-01,Narrative,"narrativa, concepto y punto de vista",feedback,alto,"En narrativa, concepto y punto de vista, comprobar que la respuesta del sistema es clara, reversible y observable. Variante 1: el caso debe tener evidencia visible y no una promesa abstracta.",pendiente de auditoría
